CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11057806','0','0','0','0','0','0','0','25','1',1400,'1','2','-6','1'
'11057806','0','0','0','0','0','0','0','28','1',3600,'1','1','-6','1'
'11057806','0','0','0','0','0','0','0','30','2',1200,'1','2','-6','1'
'11057807','0','0','0','0','0','0','0','26','2',2400,'1','2','-6','1'
'11057807','0','0','2','0','0','0','0','27','2',2800,'1','2','-6','1'
'11057810','0','0','0','0','0','0','0','24','2',0,'1','2','-6','1'
'11057815','0','0','0','0','0','0','0','02','2',10000,'1','2','-6','1'
'11057819','0','0','0','0','0','0','0','18','2',4000,'1','2','-6','1'
'11057830','0','0','0','0','0','0','0','12','2',1300,'1','2','-6','1'
'11057830','0','0','0','0','0','0','0','18','2',16000,'1','2','-6','6'
'11057830','0','0','2','2','0','0','0','20','2',1600,'-9','-6','-9','-9'
'11057830','0','0','2','2','0','0','0','32','2',3300,'-9','-6','-9','-9'
'11057830','0','0','0','0','0','0','0','33','1',500,'1','2','-6','1'
'11057830','0','0','0','0','0','0','0','36','1',2000,'2','-6','3','1'
'11057837','0','0','0','0','0','0','0','12','2',5000,'1','2','-6','1'
'11057842','0','0','0','0','0','0','0','25','1',2300,'1','3','-6','1'
'11057851','0','0','2','0','0','0','0','32','2',3000,'1','1','-6','1'
'11057851','0','0','2','0','0','0','0','33','2',2500,'1','3','-6','1'
'11057857','0','0','0','0','0','0','0','24','1',10,'1','1','-6','1'
'11057860','0','0','0','0','0','0','0','30','1',1200,'1','3','-6','1'
'11057865','0','0','0','0','0','0','0','30','2',40,'1','3','-6','1'
'11057867','0','0','0','0','0','0','0','12','1',500,'1','1','-6','1'
'11057867','0','0','0','0','0','0','0','33','1',1000,'1','1','-6','1'
'11057867','0','0','0','0','0','0','0','35','1',1500,'1','1','-6','1'
'11057869','0','0','0','0','0','0','0','31','2',3800,'1','2','-6','1'
'11057876','0','0','0','0','0','0','0','11','2',4000,'1','2','-6','1'
'11057876','0','0','0','0','0','0','0','15','1',4000,'1','2','-6','1'
'11057876','0','0','0','0','0','0','0','16','2',14000,'1','1','-6','4'
'11057876','0','0','0','0','0','0','0','20','2',700,'1','1','-6','1'
'11057876','0','0','0','0','0','0','0','25','2',5000,'1','2','-6','1'
'11057876','0','0','0','0','0','0','0','27','2',450,'1','2','-6','1'
'11057885','0','0','0','0','0','0','0','17','1',2000,'1','2','-6','1'
'11057885','0','0','0','0','0','0','0','18','1',350,'1','2','-6','1'
'11057886','0','0','0','0','0','0','0','22','1',200,'1','3','-6','1'
'11057886','0','0','0','0','0','0','0','29','1',700,'1','3','-6','1'
'11057887','0','0','0','0','0','0','0','18','2',800,'1','1','-6','1'
'11057887','0','0','0','0','0','0','0','35','2',3200,'1','1','-6','1'
'11057893','0','0','0','0','0','0','0','22','1',6000,'1','3','-6','1'
'11057893','0','0','0','0','0','0','0','36','1',1000,'1','3','-6','1'
'11057902','0','0','0','0','0','0','0','16','2',9000,'1','2','-6','7'
'11057906','0','0','0','0','0','0','0','24','1',200,'1','3','-6','1'
'11057907','0','0','0','0','0','0','0','27','2',4500,'1','3','-6','1'
'11057907','0','0','0','0','0','0','0','36','2',1400,'1','1','-6','1'
'11057910','0','0','0','0','0','0','0','30','2',30,'1','2','-6','1'
'11057910','0','0','0','0','0','0','0','36','2',1500,'1','3','-6','1'
'11057922','0','0','0','0','0','0','0','24','1',200,'1','3','-6','1'
'11057935','0','0','2','0','0','0','0','23','2',1600,'1','3','-6','1'
'11057935','0','0','0','0','0','0','0','29','2',1000,'1','3','-6','1'
'11057937','0','0','0','0','0','0','0','21','1',200,'1','1','-6','1'
'11057937','0','0','0','0','0','0','0','22','1',1000,'1','1','-6','1'
'11057937','0','0','2','0','0','0','0','23','2',1100,'1','2','-6','1'
'11057942','0','0','0','0','0','0','0','15','1',1000,'1','3','-6','7'
'11057942','0','0','0','0','0','0','0','18','1',800,'1','2','-6','1'
'11057942','0','0','0','0','0','0','0','22','1',300,'1','3','-6','1'
'11057942','0','0','0','0','0','0','0','24','1',1000,'1','2','-6','1'
'11057942','0','0','0','0','0','0','0','25','1',900,'1','3','-6','1'
'11057947','0','0','0','0','0','0','0','30','2',500,'1','1','-6','1'
'11057947','0','0','0','0','0','0','0','31','1',1500,'1','2','-6','1'
'11057950','0','0','0','0','0','0','0','12','2',1200,'1','2','-6','1'
'11057950','0','0','0','0','0','0','0','13','2',15000,'1','2','-6','1'
'11057950','0','0','0','0','0','0','0','22','1',600,'1','2','-6','1'
'11057950','0','0','0','0','0','0','0','25','2',9000,'1','2','-6','1'
'11057950','0','0','0','0','0','0','0','30','2',350,'1','2','-6','1'
'11057951','0','0','0','0','0','0','0','17','2',14000,'1','3','-6','1'
'11057951','0','0','0','0','0','0','0','18','2',1500,'1','3','-6','1'
'11057951','0','0','0','0','0','0','0','20','2',1500,'1','3','-6','1'
'11057952','0','0','0','0','0','0','0','31','1',1300,'1','3','-6','1'
'11057953','0','0','0','0','0','0','0','34','1',100,'1','3','-6','1'
'11057954','0','0','0','0','0','0','0','23','1',200,'1','3','-6','1'
'11057954','0','0','0','0','0','0','0','24','1',220,'1','3','-6','1'
'11057956','0','0','0','0','0','0','0','26','2',2300,'1','3','-6','7'
'11057956','0','0','0','0','0','0','0','30','1',300,'1','1','-6','1'
'11057956','0','0','0','0','0','0','0','35','1',150,'1','3','-6','1'
'11057965','0','0','2','0','0','0','0','11','1',3000,'1','2','-6','1'
'11057971','0','0','0','0','0','0','0','15','1',1200,'1','2','-6','1'
'11057975','0','0','0','0','0','0','0','25','2',0,'1','2','-6','7'
'11057980','0','0','0','0','0','0','0','32','1',5000,'1','2','-6','1'
'11057980','0','0','0','0','0','0','0','33','1',3000,'1','3','-6','1'
'11057999','0','0','0','0','0','0','0','13','2',11000,'1','2','-6','1'
'11057999','0','0','0','0','0','0','0','24','2',250,'1','3','-6','1'
'11057999','0','0','2','0','0','0','0','30','1',270,'-9','-6','-9','-9'
'11058006','0','0','2','0','0','0','0','36','1',420,'1','3','-6','1'
'11058016','0','0','2','0','0','0','0','12','2',6000,'1','3','-6','1'
'11058016','0','0','2','0','0','0','0','22','2',600,'1','3','-6','1'
'11058016','0','0','2','0','0','0','0','25','2',3000,'1','3','-6','1'
'11058018','0','0','0','0','0','0','0','13','2',20000,'1','1','-6','1'
'11058018','0','0','0','0','0','0','0','22','1',300,'1','1','-6','1'
'11058018','0','0','0','0','0','0','0','25','1',6000,'1','2','-6','1'
'11058018','0','0','0','0','0','0','0','30','2',1000,'1','2','-6','1'
'11058026','0','0','0','0','0','0','0','18','2',15000,'1','2','-6','1'
'11058031','0','0','0','0','0','0','0','12','2',18000,'1','2','-6','1'
'11058034','0','0','0','0','0','0','0','18','2',8000,'1','3','-6','1'
'11058034','0','0','0','0','0','0','0','25','2',8000,'1','1','-6','1'
'11058035','0','0','0','0','0','0','0','16','2',6000,'1','1','-6','1'
'11058037','0','0','0','0','0','0','0','12','1',400,'1','3','-6','1'
'11058037','0','0','0','0','0','0','0','22','1',200,'1','3','-6','1'
'11058037','0','0','0','0','0','0','0','23','1',200,'1','3','-6','1'
'11058037','0','0','0','0','0','0','0','36','1',1200,'1','3','-6','1'
'11058037','0','0','0','0','0','0','0','31','1',400,'1','3','-6','1'
'11058038','0','0','0','0','0','0','0','15','2',8000,'1','2','-6','1'
'11058040','0','0','0','0','0','0','0','12','2',6000,'1','2','-6','1'
'11058040','0','0','2','0','0','0','0','22','2',1500,'1','2','-6','1'
'11058040','0','0','2','0','0','0','0','23','2',2200,'1','2','-6','1'
'11058040','0','0','0','0','0','0','0','24','2',200,'1','2','-6','1'
'11058040','0','0','2','0','0','0','0','25','2',6200,'1','2','-6','1'
'11058040','0','0','2','0','0','0','0','26','2',9400,'1','2','-6','1'
'11058040','0','0','2','0','0','0','0','31','2',3700,'2','-6','2','1'
'11058045','0','0','0','0','0','0','0','21','2',2400,'1','3','-6','1'
'11058047','0','0','0','0','0','0','0','17','1',500,'1','2','-6','1'
'11058047','0','0','0','0','0','0','0','20','1',50,'1','2','-6','1'
'11058047','0','0','0','0','0','0','0','27','2',0,'1','2','-6','7'
'11058047','0','0','0','0','0','0','0','32','1',500,'1','2','-6','1'
'11058047','0','0','0','0','0','0','0','33','1',270,'1','3','-6','1'
'11058050','0','0','2','0','0','0','0','12','2',7200,'1','-9','-6','-9'
'11058050','0','0','2','0','0','0','0','19','2',10200,'1','-9','-6','-9'
'11058050','0','0','2','0','0','0','0','25','1',1700,'1','-9','-6','-9'
'11058051','0','0','0','0','0','0','0','12','2',12000,'1','2','-6','4'
'11058051','0','0','0','0','0','0','0','22','2',11000,'1','2','-6','4'
'11058065','0','0','2','0','0','0','0','15','1',1300,'2','-6','2','1'
'11058065','0','0','2','0','0','0','0','18','2',2000,'2','-6','3','1'
'11058065','0','0','2','0','0','0','0','33','2',2000,'1','2','-6','1'
'11058065','0','0','0','0','0','0','0','36','1',500,'1','2','-6','1'
'11058067','0','0','0','0','0','0','0','22','1',300,'1','3','-6','1'
'11058069','0','0','0','0','0','0','0','17','2',15000,'1','3','-6','3'
'11058069','0','0','0','0','0','0','0','18','2',0,'1','2','-6','3'
'11058069','0','0','0','0','0','0','0','20','2',0,'1','2','-6','3'
'11058072','0','0','0','0','0','0','0','12','2',16000,'1','3','-6','1'
'11058075','0','0','0','0','0','0','0','25','2',1200,'1','2','-6','1'
'11058075','0','0','0','0','0','0','0','30','2',1000,'1','2','-6','1'
'11058075','0','0','0','0','0','0','0','33','2',700,'1','3','-6','1'
'11058075','0','0','0','0','0','0','0','36','2',2200,'1','2','-6','1'
'11058075','0','0','0','0','0','0','0','31','2',1000,'1','1','-6','1'
'11058078','0','0','0','0','0','0','0','12','2',8000,'1','2','-6','1'
'11058078','0','0','0','0','0','0','0','15','2',10000,'1','3','-6','1'
'11058080','0','0','0','0','0','0','0','12','1',40,'2','-6','2','1'
'11058080','0','0','0','0','0','0','0','18','1',60,'1','2','-6','7'
'11058080','0','0','0','0','0','0','0','34','1',100,'1','3','-6','1'
'11058090','0','0','2','0','0','0','0','16','2',19200,'1','3','-6','6'
'11058090','0','0','2','0','0','0','0','26','2',9600,'1','1','-6','1'
'11058090','0','0','2','0','0','0','0','27','2',7700,'1','1','-6','1'
'11058101','0','0','0','0','0','0','0','29','2',1000,'1','1','-6','1'
'11058109','0','0','0','0','0','0','0','15','2',13000,'1','1','-6','3'
'11058109','0','0','0','0','0','0','0','16','2',2900,'1','1','-6','1'
'11058109','0','0','0','0','0','0','0','20','1',1000,'1','1','-6','1'
'11058109','0','0','0','0','0','0','0','22','1',1500,'1','1','-6','1'
'11058109','0','0','0','0','0','0','0','23','2',1400,'1','1','-6','1'
'11058109','0','0','0','0','0','0','0','25','1',1400,'1','2','-6','3'
'11058123','0','0','0','0','0','0','0','18','2',800,'1','2','-6','1'
'11058123','0','0','2','2','0','0','0','25','1',670,'-9','-6','-9','-9'
'11058123','0','0','0','0','0','0','0','26','2',2200,'1','2','-6','1'
'11058125','0','0','2','0','0','0','0','22','2',190,'2','-6','3','1'
'11058128','0','0','0','0','0','0','0','32','2',150,'1','3','-6','1'
'11058133','0','0','0','0','0','0','0','24','2',300,'1','1','-6','1'
'11058133','0','0','0','0','0','0','0','32','2',120,'1','1','-6','1'
'11058137','0','0','0','0','0','0','0','18','1',1000,'1','1','-6','1'
'11058137','0','0','0','0','0','0','0','26','1',4200,'1','1','-6','1'
'11058139','0','0','0','0','0','0','0','16','2',1500,'2','-6','3','1'
'11058139','0','0','0','0','0','0','0','18','2',1500,'2','-6','3','1'
'11058139','0','0','0','0','0','0','0','19','2',200,'2','-6','3','1'
'11058159','0','0','0','0','0','0','0','13','2',7000,'1','2','-6','5'
'11058159','0','0','0','0','0','0','0','25','2',8000,'1','2','-6','5'
'11058160','0','0','0','0','0','0','0','21','2',100,'1','3','-6','1'
'11058163','0','0','0','0','0','0','0','12','2',5000,'1','1','-6','1'
'11058163','0','0','0','0','0','0','0','13','2',20000,'1','1','-6','1'
'11058171','0','0','0','0','0','0','0','12','2',9700,'1','1','-6','2'
'11058171','0','0','2','0','0','0','0','17','2',5400,'2','-6','3','1'
'11058171','0','0','0','0','0','0','0','29','2',1000,'1','3','-6','1'
'11058171','0','0','0','0','0','0','0','30','2',60,'1','2','-6','1'
'11058177','0','0','0','0','0','0','0','12','2',12000,'1','2','-6','3'
'11058177','0','0','0','0','0','0','0','21','2',5000,'1','3','-6','3'
'11058177','0','0','0','0','0','0','0','22','2',5000,'1','3','-6','3'
'11058177','0','0','0','0','0','0','0','29','2',900,'1','2','-6','3'
'11058177','0','0','0','0','0','0','0','30','2',80,'1','2','-6','3'
'11058180','0','0','0','0','0','0','0','36','2',1500,'1','3','-6','1'
'11058181','0','0','0','0','0','0','0','12','2',2000,'1','3','-6','4'
'11058181','0','0','0','0','0','0','0','22','2',2000,'1','3','-6','1'
'11058191','0','0','0','0','0','0','0','24','2',0,'1','3','-6','7'
'11058195','0','0','0','0','0','0','0','12','2',10000,'1','1','-6','1'
'11058195','0','0','0','0','0','0','0','26','2',5000,'1','2','-6','1'
'11058195','0','0','0','0','0','0','0','32','1',500,'1','1','-6','1'
'11058196','0','0','0','0','0','0','0','26','2',6000,'1','2','-6','1'
'11058196','0','0','0','0','0','0','0','36','2',1000,'1','3','-6','1'
'11058207','0','0','0','0','0','0','0','18','2',250,'1','3','-6','1'
'11058207','0','0','0','0','0','0','0','22','2',500,'1','3','-6','5'
'11058207','0','0','0','0','0','0','0','23','2',1000,'1','3','-6','1'
'11058207','0','0','0','0','0','0','0','30','2',800,'1','3','-6','1'
'11058210','0','0','0','0','0','0','0','35','2',1800,'1','3','-6','1'
'11058215','0','0','0','0','0','0','0','30','1',250,'1','2','-6','1'
'11058215','0','0','0','0','0','0','0','33','1',100,'1','2','-6','1'
'11058215','0','0','0','0','0','0','0','02','1',5000,'2','-6','2','4'
'11058216','0','0','0','0','0','0','0','16','2',11100,'1','1','-6','4'
'11058216','0','0','0','0','0','0','0','17','2',3900,'1','1','-6','4'
'11058216','0','0','0','0','0','0','0','30','2',700,'1','3','-6','1'
'11058216','0','0','0','0','0','0','0','35','1',950,'1','3','-6','1'
'11058216','0','0','0','0','0','0','0','36','1',3500,'1','3','-6','1'
'11058219','0','0','0','0','0','0','0','26','1',25900,'1','2','-6','1'
'11058219','0','0','0','0','0','0','0','36','1',2500,'1','2','-6','1'
'11058230','0','0','0','0','0','0','0','26','2',5000,'1','2','-6','5'
'11058231','0','0','0','0','0','0','0','26','2',1200,'1','1','-6','1'
'11058231','0','0','0','0','0','0','0','31','2',1200,'1','1','-6','1'
'11058234','0','0','2','0','0','0','0','22','2',990,'1','2','-6','1'
'11058234','0','0','2','0','0','0','0','25','2',4100,'2','-6','2','1'
'11058234','0','0','0','0','0','0','0','26','2',5000,'1','1','-6','1'
'11058234','0','0','2','0','0','0','0','27','2',4900,'2','-6','1','1'
'11058243','0','0','0','0','0','0','0','18','1',3000,'2','-6','2','1'
'11058243','0','0','0','0','0','0','0','20','1',1000,'2','-6','2','1'
'11058243','0','0','0','0','0','0','0','22','1',200,'1','2','-6','1'
'11058243','0','0','0','0','0','0','0','23','2',2000,'1','2','-6','1'
'11058243','0','0','0','0','0','0','0','24','1',300,'1','2','-6','1'
'11058243','0','0','0','0','0','0','0','25','1',1000,'1','2','-6','1'
'11058243','0','0','0','0','0','0','0','33','2',1600,'1','3','-6','4'
'11058243','0','0','0','0','0','0','0','36','1',5000,'1','3','-6','1'
'11058243','0','0','0','0','0','0','0','31','1',2000,'1','2','-6','1'
'11058248','0','0','0','0','0','0','0','12','1',3000,'1','2','-6','1'
'11058248','0','0','0','0','0','0','0','21','2',5000,'1','3','-6','1'
'11058248','0','0','0','0','0','0','0','22','1',3000,'1','2','-6','1'
'11058248','0','0','0','0','0','0','0','23','1',200,'1','2','-6','1'
'11058248','0','0','0','0','0','0','0','24','1',900,'1','3','-6','1'
'11058248','0','0','0','0','0','0','0','29','2',5500,'1','3','-6','1'
'11058248','0','0','0','0','0','0','0','30','1',100,'1','1','-6','1'
'11058248','0','0','0','0','0','0','0','33','1',300,'1','2','-6','1'
'11058248','0','0','0','0','0','0','0','36','2',600,'1','2','-6','1'
'11058253','0','0','0','0','0','0','0','25','2',700,'1','2','-6','1'
'11058253','0','0','0','0','0','0','0','26','2',2000,'1','1','-6','1'
'11058258','0','0','0','0','0','0','0','16','1',500,'1','2','-6','1'
'11058261','0','0','0','0','0','0','0','29','2',500,'1','1','-6','1'
'11058268','0','0','0','0','0','0','0','12','1',1000,'1','1','-6','1'
'11058268','0','0','0','0','0','0','0','18','1',200,'1','2','-6','1'
'11058268','0','0','0','0','0','0','0','21','1',50,'1','3','-6','1'
'11058268','0','0','0','0','0','0','0','22','1',100,'1','2','-6','1'
'11058268','0','0','0','0','0','0','0','25','1',50,'1','2','-6','1'
'11058270','0','0','0','0','0','0','0','21','2',600,'1','2','-6','1'
'11058270','0','0','0','0','0','0','0','22','1',0,'1','2','-6','7'
'11058270','0','0','2','0','0','0','0','23','2',920,'1','2','-6','1'
'11058270','0','0','0','0','0','0','0','27','2',2700,'1','2','-6','1'
'11058270','0','0','0','0','0','0','0','29','2',1400,'1','2','-6','1'
'11058270','0','0','0','0','0','0','0','36','2',800,'1','1','-6','1'
'11058273','0','0','0','0','0','0','0','14','2',1500,'1','2','-6','1'
'11058273','0','0','0','0','0','0','0','15','2',6000,'1','3','-6','1'
'11058273','0','0','0','0','0','0','0','30','1',200,'1','3','-6','1'
'11058277','0','0','0','0','0','0','0','18','2',9500,'1','2','-6','2'
'11058277','0','0','0','0','0','0','0','25','2',1300,'1','2','-6','5'
'11058279','0','0','0','0','0','0','0','12','1',5000,'1','2','-6','1'
'11058279','0','0','0','0','0','0','0','22','1',1000,'1','2','-6','1'
'11058280','0','0','2','0','0','0','0','12','2',7900,'1','2','-6','1'
'11058280','0','0','2','0','0','0','0','22','2',900,'1','2','-6','1'
'11058280','0','0','2','0','0','0','0','26','2',5600,'1','2','-6','1'
'11058280','0','0','2','0','0','0','0','29','2',1200,'1','1','-6','1'
'11058284','0','0','0','0','0','0','0','25','1',9500,'1','1','-6','1'
'11058289','0','0','0','0','0','0','0','23','2',1200,'1','3','-6','1'
'11058289','0','0','0','0','0','0','0','32','1',300,'1','3','-6','1'
'11058291','0','0','2','0','0','0','0','32','1',330,'1','3','-6','1'
'11058293','0','0','0','0','0','0','0','25','1',300,'1','2','-6','1'
'11058294','0','0','0','0','0','0','0','20','2',2400,'1','3','-6','1'
'11058302','0','0','0','0','0','0','0','20','2',3000,'1','1','-6','1'
'11058302','0','0','0','0','0','0','0','30','2',160,'1','2','-6','1'
'11058306','0','0','0','0','0','0','0','22','1',200,'1','1','-6','1'
'11058306','0','0','0','0','0','0','0','24','1',200,'1','2','-6','1'
'11058306','0','0','0','0','0','0','0','36','2',6000,'1','2','-6','1'
'11058307','0','0','0','0','0','0','0','30','2',850,'1','3','-6','1'
'11058307','0','0','0','0','0','0','0','33','2',6500,'1','3','-6','1'
'11058308','0','0','0','0','0','0','0','12','2',30000,'1','1','-6','1'
'11058308','0','0','0','0','0','0','0','22','2',0,'1','1','-6','1'
'11058308','0','0','0','0','0','0','0','23','2',0,'1','1','-6','1'
'11058308','0','0','0','0','0','0','0','25','2',4000,'1','2','-6','1'
'11058308','0','0','0','0','0','0','0','29','2',1200,'1','2','-6','1'
'11058312','0','0','0','0','0','0','0','25','1',10000,'1','1','-6','1'
'11058313','0','0','0','0','0','0','0','18','2',7500,'1','2','-6','7'
'11058313','0','0','0','0','0','0','0','24','1',200,'1','2','-6','7'
'11058313','0','0','0','0','0','0','0','26','2',4500,'1','2','-6','7'
'11058313','0','0','0','0','0','0','0','27','2',2700,'1','1','-6','1'
'11058313','0','0','0','0','0','0','0','29','2',1500,'1','1','-6','1'
'11058313','0','0','0','0','0','0','0','35','2',700,'1','2','-6','1'
'11058318','0','0','0','0','0','0','0','18','2',10000,'2','-6','3','-9'
'11058319','0','0','0','0','0','0','0','12','1',10000,'1','3','-6','1'
'11058319','0','0','0','0','0','0','0','17','1',26000,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','18','1',67000,'1','2','-6','6'
'11058319','0','0','0','0','0','0','0','19','1',300,'1','3','-6','1'
'11058319','0','0','0','0','0','0','0','20','1',19300,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','22','1',0,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','23','2',1000,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','24','2',4500,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','25','2',8000,'1','3','-6','1'
'11058319','0','0','0','0','0','0','0','26','2',37000,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','27','2',0,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','29','2',2000,'1','2','-6','1'
'11058319','0','0','0','0','0','0','0','30','2',1000,'1','2','-6','1'
'11058320','0','0','0','0','0','0','0','26','2',13600,'1','1','-6','1'
'11058320','0','0','0','0','0','0','0','27','2',0,'1','1','-6','1'
'11058323','0','0','0','0','0','0','0','23','2',1500,'1','2','-6','1'
'11058323','0','0','2','0','0','0','0','24','1',500,'1','2','-6','6'
'11058323','0','0','0','0','0','0','0','26','2',4000,'1','2','-6','1'
'11058323','0','0','2','0','0','0','0','33','2',3200,'1','2','-6','1'
'11058333','0','0','0','0','0','0','0','24','1',400,'1','3','-6','1'
'11058334','0','0','0','0','0','0','0','27','2',4000,'1','1','-6','1'
'11058339','0','0','0','0','0','0','0','18','2',9100,'1','1','-6','6'
'11058339','0','0','0','0','0','0','0','30','2',800,'1','3','-6','5'
'11058339','0','0','0','0','0','0','0','33','2',250,'1','2','-6','1'
'11058339','0','0','0','0','0','0','0','37','2',1200,'1','3','-6','1'
'11058339','0','0','2','0','0','0','0','37','2',5500,'1','3','-6','1'
'11058339','0','0','0','0','0','0','0','37','2',-9,'1','3','-6','1'
'11058340','0','0','0','0','0','0','0','20','2',7000,'1','2','-6','1'
'11058351','0','0','0','0','0','0','0','06','2',1000,'1','2','-6','1'
'11058351','0','0','0','0','0','0','0','31','2',7500,'1','2','-6','1'
'11058354','0','0','0','0','0','0','0','25','2',1500,'1','3','-6','1'
'11058354','0','0','0','0','0','0','0','27','2',1900,'1','2','-6','1'
'11058358','0','0','0','0','0','0','0','25','1',7000,'1','3','-6','1'
'11058358','0','0','0','0','0','0','0','26','2',2800,'1','2','-6','1'
'11058361','0','0','0','0','0','0','0','25','2',10000,'1','3','-6','1'
'11058364','0','0','0','0','0','0','0','18','2',1900,'1','3','-6','1'
'11058364','0','0','0','0','0','0','0','25','2',5000,'1','1','-6','5'
'11058364','0','0','0','0','0','0','0','30','1',180,'1','3','-6','1'
'11058369','0','0','0','0','0','0','0','25','2',900,'1','3','-6','7'
'11058369','0','0','0','0','0','0','0','30','2',380,'1','3','-6','1'
'11058369','0','0','0','0','0','0','0','31','2',200,'1','3','-6','1'
'11058373','0','0','0','0','0','0','0','22','1',900,'1','3','-6','1'
'11058374','0','0','0','0','0','0','0','16','2',6500,'1','1','-6','1'
'11058374','0','0','0','0','0','0','0','35','1',600,'1','2','-6','1'
'11058375','0','0','0','0','0','0','0','29','1',800,'1','2','-6','5'
'11058377','0','0','0','0','0','0','0','25','2',1000,'1','3','-6','1'
'11058377','0','0','0','0','0','0','0','36','2',600,'1','3','-6','1'
'11058377','0','0','0','0','0','0','0','31','2',9000,'1','3','-6','1'
'11058378','0','0','0','0','0','0','0','16','2',11000,'1','2','-6','1'
'11058378','0','0','0','0','0','0','0','27','2',700,'1','2','-6','5'
'11058378','0','0','0','0','0','0','0','29','2',700,'1','2','-6','5'
'11058386','0','0','0','0','0','0','0','12','2',1000,'1','3','-6','1'
'11058386','0','0','0','0','0','0','0','16','2',1000,'1','2','-6','1'
'11058386','0','0','0','0','0','0','0','24','2',100,'1','2','-6','1'
'11058386','0','0','0','0','0','0','0','32','1',500,'1','2','-6','1'
'11058386','0','0','0','0','0','0','0','36','1',500,'1','2','-6','1'
'11058390','0','0','0','0','0','0','0','25','1',300,'1','2','-6','1'
'11058390','0','0','2','0','0','0','0','30','1',330,'1','2','-6','1'
'11058390','0','0','0','0','0','0','0','36','1',20,'1','3','-6','1'
'11058396','0','0','0','0','0','0','0','25','1',2000,'1','2','-6','1'
'11058396','0','0','0','0','0','0','0','29','1',0,'1','3','-6','1'
'11058398','0','0','2','0','0','0','0','13','1',3000,'1','1','-6','1'
'11058405','0','0','0','0','0','0','0','12','1',5000,'1','2','-6','1'
'11058405','0','0','0','0','0','0','0','13','1',5000,'1','2','-6','1'
'11058405','0','0','0','0','0','0','0','14','1',5000,'1','2','-6','1'
'11058405','0','0','0','0','0','0','0','22','1',45200,'1','2','-6','1'
'11058405','0','0','0','0','0','0','0','23','1',1000,'1','2','-6','1'
'11058408','0','0','0','0','0','0','0','19','2',1800,'1','3','-6','1'
'11058408','0','0','0','0','0','0','0','29','2',600,'1','3','-6','1'
'11058416','0','0','0','0','0','0','0','23','2',1600,'1','3','-6','1'
'11058416','0','0','0','0','0','0','0','24','1',400,'1','3','-6','5'
'11058418','0','0','0','0','0','0','0','12','2',15000,'1','2','-6','1'
'11058418','0','0','0','0','0','0','0','18','2',25000,'1','2','-6','6'
'11058418','0','0','0','0','0','0','0','19','2',200,'1','2','-6','1'
'11058418','0','0','0','0','0','0','0','20','2',10000,'1','2','-6','1'
'11058418','0','0','0','0','0','0','0','22','2',8000,'1','2','-6','1'
'11058418','0','0','0','0','0','0','0','23','2',1500,'1','2','-6','1'
'11058418','0','0','0','0','0','0','0','30','2',500,'1','2','-6','1'
'11058419','0','0','0','0','0','0','0','18','2',2400,'2','-6','3','7'
'11058419','0','0','0','0','0','0','0','34','2',2500,'2','-6','3','1'
'11058419','0','0','0','0','0','0','0','36','2',2000,'1','3','-6','5'
'11058421','0','0','0','0','0','0','0','11','1',3000,'1','2','-6','1'
'11058421','0','0','0','0','0','0','0','22','1',170,'1','1','-6','1'
'11058421','0','0','0','0','0','0','0','36','1',300,'1','2','-6','1'
'11058440','0','0','0','0','0','0','0','07','2',40000,'1','3','-6','1'
'11058440','0','0','0','0','0','0','0','21','2',4000,'1','3','-6','1'
'11058440','0','0','0','0','0','0','0','22','2',21200,'1','3','-6','1'
'11058440','0','0','0','0','0','0','0','23','2',5000,'1','3','-6','1'
'11058440','0','0','0','0','0','0','0','36','2',2500,'1','2','-6','1'
'11058446','0','0','0','0','0','0','0','16','2',0,'1','3','-6','7'
'11058446','0','0','0','0','0','0','0','18','2',16000,'1','2','-6','1'
'11058446','0','0','0','0','0','0','0','19','2',28600,'1','2','-6','1'
'11058446','0','0','0','0','0','0','0','26','2',8000,'1','3','-6','1'
'11058446','0','0','0','0','0','0','0','27','2',0,'1','3','-6','1'
'11058448','0','0','0','0','0','0','0','36','1',900,'1','3','-6','1'
'11058451','0','0','0','0','0','0','0','26','2',4000,'1','3','-6','1'
'11058452','0','0','0','0','0','0','0','33','2',1200,'1','3','-6','1'
'11058455','0','0','0','0','0','0','0','18','1',1200,'1','2','-6','1'
'11058457','0','0','2','0','0','0','0','13','2',4100,'1','2','-6','1'
'11058457','0','0','0','0','0','0','0','20','2',0,'1','1','-6','1'
'11058457','0','0','0','0','0','0','0','24','2',0,'1','1','-6','1'
'11058457','0','0','2','0','0','0','0','25','2',1400,'1','1','-6','1'
'11058457','0','0','2','0','0','0','0','36','2',690,'1','3','-6','1'
'11058461','0','0','0','0','0','0','0','12','2',7000,'1','1','-6','1'
